('1', 'Bag, Barracks Laundry', 'available'),
('3370', 'Canteen, Water Plastic 1 qt', 'not available'),
('3371', 'Canteen, Water Plastic 1 qt', 'available'),
('3372', 'Canteen, Water Plastic 1 qt', 'not available'),
('3373', 'Canteen, Water Plastic 1 qt', 'available'),
('3374', 'Canteen, Water Plastic 1 qt', 'not available'),
('3375', 'Canteen, Water Plastic 1 qt', 'available'),
('3376', 'Canteen, Water Plastic 1 qt', 'not available'),
('3377', 'Canteen, Water Plastic 1 qt', 'available'),
('3378', 'Canteen, Water Plastic 1 qt', 'not available'),
('3379', 'Canteen, Water Plastic 1 qt', 'available'),
('3380', 'Canteen, Water Plastic 1 qt', 'not available'),
('3381', 'Canteen, Water Plastic 1 qt', 'available'),
('3382', 'Canteen, Water Plastic 1 qt', 'not available'),
('3383', 'Canteen, Water Plastic 1 qt', 'available'),
('3384', 'Canteen, Water Plastic 1 qt', 'not available'),
('3385', 'Canteen, Water Plastic 1 qt', 'available'),
('3386', 'Canteen, Water Plastic 1 qt', 'not available'),
('3387', 'Canteen, Water Plastic 1 qt', 'available'),
('3388', 'Canteen, Water Plastic 1 qt', 'not available'),
('3389', 'Canteen, Water Plastic 1 qt', 'available'),
('3390', 'Canteen, Water Plastic 1 qt', 'not available'),
('3391', 'Canteen, Water Plastic 1 qt', 'available'),
('3392', 'Canteen, Water Plastic 1 qt', 'not available'),
('3393', 'Canteen, Water Plastic 1 qt', 'available'),
('3394', 'Canteen, Water Plastic 1 qt', 'not available'),
('3395', 'Canteen, Water Plastic 1 qt', 'available'),
('3396', 'Canteen, Water Plastic 1 qt', 'not available'),
('3397', 'Canteen, Water Plastic 1 qt', 'available'),
('3398', 'Canteen, Water Plastic 1 qt', 'not available'),
('3399', 'Canteen, Water Plastic 1 qt', 'available'),
('3400', 'Canteen, Water Plastic 1 qt', 'not available'),
('3401', 'Canteen, Water Plastic 1 qt', 'available'),
('3402', 'Canteen, Water Plastic 1 qt', 'not available'),
('3403', 'Canteen, Water Plastic 1 qt', 'available'),
('3404', 'Canteen, Water Plastic 1 qt', 'not available'),
('3405', 'Canteen, Water Plastic 1 qt', 'available'),
('3406', 'Canteen, Water Plastic 1 qt', 'not available'),
('3407', 'Canteen, Water Plastic 1 qt', 'available'),
('3408', 'Canteen, Water Plastic 1 qt', 'not available'),
('3409', 'Canteen, Water Plastic 1 qt', 'available'),
('3410', 'Canteen, Water Plastic 1 qt', 'not available'),
('3411', 'Canteen, Water Plastic 1 qt', 'available'),
('3412', 'Canteen, Water Plastic 1 qt', 'not available'),
('3413', 'Canteen, Water Plastic 1 qt', 'available'),
('3414', 'Canteen, Water Plastic 1 qt', 'not available'),
('3415', 'Canteen, Water Plastic 1 qt', 'available'),
('3416', 'Canteen, Water Plastic 1 qt', 'not available'),
('3417', 'Canteen, Water Plastic 1 qt', 'available'),
('3418', 'Canteen, Water Plastic 1 qt', 'not available'),
('3419', 'Canteen, Water Plastic 1 qt', 'available'),
('3420', 'Canteen, Water Plastic 1 qt', 'not available'),
('3421', 'Canteen, Water Plastic 1 qt', 'available'),
('3422', 'Canteen, Water Plastic 1 qt', 'not available'),
('3423', 'Canteen, Water Plastic 1 qt', 'available'),
('3424', 'Canteen, Water Plastic 1 qt', 'not available'),
('3425', 'Canteen, Water Plastic 1 qt', 'available'),
('3426', 'Canteen, Water Plastic 1 qt', 'not available'),
('3427', 'Canteen, Water Plastic 1 qt', 'available'),
('3428', 'Canteen, Water Plastic 1 qt', 'not available'),
('3429', 'Canteen, Water Plastic 1 qt', 'available'),
('3430', 'Canteen, Water Plastic 1 qt', 'not available'),
('3431', 'Canteen, Water Plastic 1 qt', 'available'),
('3432', 'Canteen, Water Plastic 1 qt', 'not available'),
('3433', 'Canteen, Water Plastic 1 qt', 'available'),
('3434', 'Canteen, Water Plastic 1 qt', 'not available'),
('3435', 'Canteen, Water Plastic 1 qt', 'available'),
('3436', 'Canteen, Water Plastic 1 qt', 'not available'),
('3437', 'Canteen, Water Plastic 1 qt', 'available'),
('3438', 'Canteen, Water Plastic 1 qt', 'not available'),
('3439', 'Canteen, Water Plastic 1 qt', 'available'),
('3440', 'Canteen, Water Plastic 1 qt', 'not available'),
('3441', 'Canteen, Water Plastic 1 qt', 'available'),
('3442', 'Canteen, Water Plastic 1 qt', 'not available'),
('3443', 'Canteen, Water Plastic 1 qt', 'available'),
('3444', 'Canteen, Water Plastic 1 qt', 'not available'),
('3445', 'Canteen, Water Plastic 1 qt', 'available'),
('3446', 'Canteen, Water Plastic 1 qt', 'not available'),
('3447', 'Canteen, Water Plastic 1 qt', 'available'),
('3448', 'Canteen, Water Plastic 1 qt', 'not available'),
('3449', 'Canteen, Water Plastic 1 qt', 'available'),
('3450', 'Canteen, Water Plastic 1 qt', 'not available'),
('3451', 'Boots, Combat Summer', 'available'),
('3452', 'Boots, Combat Summer', 'not available'),
('3453', 'Boots, Combat Summer', 'available'),
('3454', 'Boots, Combat Summer', 'not available'),
('3455', 'Boots, Combat Summer', 'available'),
('3456', 'Boots, Combat Summer', 'not available'),
('3457', 'Boots, Combat Summer', 'available'),
('3458', 'Boots, Combat Summer', 'not available'),
('3459', 'Boots, Combat Summer', 'available'),
('3460', 'Boots, Combat Summer', 'not available'),
('3461', 'Boots, Combat Summer', 'available'),
('3462', 'Boots, Combat Summer', 'not available'),
('3463', 'Boots, Combat Summer', 'available'),
('3464', 'Boots, Combat Summer', 'not available'),
('3465', 'Boots, Combat Summer', 'available'),
('3466', 'Boots, Combat Summer', 'not available'),
('3467', 'Boots, Combat Summer', 'available'),
('3468', 'Boots, Combat Summer', 'not available'),
('3469', 'Boots, Combat Summer', 'available'),
('3470', 'Boots, Combat Summer', 'not available'),
('3471', 'Boots, Combat Summer', 'available'),
('3472', 'Boots, Combat Summer', 'not available'),
('3473', 'Boots, Combat Summer', 'available'),
('3474', 'Boots, Combat Summer', 'not available'),
('3475', 'Boots, Combat Summer', 'available'),
('3476', 'Boots, Combat Summer', 'not available'),
('3477', 'Boots, Combat Summer', 'available'),
('3478', 'Boots, Combat Summer', 'not available'),
('3479', 'Boots, Combat Summer', 'available'),
('3480', 'Boots, Combat Summer', 'not available'),
('3481', 'Boots, Combat Summer', 'available'),
('3482', 'Boots, Combat Summer', 'not available'),
('3483', 'Boots, Combat Summer', 'available'),
('3484', 'Boots, Combat Summer', 'not available'),
('3485', 'Boots, Combat Summer', 'available'),
('3486', 'Boots, Combat Summer', 'not available'),
('3487', 'Boots, Combat Summer', 'available'),
('3488', 'Boots, Combat Summer', 'not available'),
('3489', 'Boots, Combat Summer', 'available'),
('3490', 'Boots, Combat Summer', 'not available'),
('3491', 'Boots, Combat Summer', 'available'),
('3492', 'Boots, Combat Summer', 'not available'),
('3493', 'Boots, Combat Summer', 'available'),
('3494', 'Boots, Combat Summer', 'not available'),
('3495', 'Boots, Combat Summer', 'available'),
('3496', 'Boots, Combat Summer', 'not available'),
('3497', 'Boots, Combat Summer', 'available'),
('3498', 'Boots, Combat Summer', 'not available'),
('3499', 'Boots, Combat Summer', 'available'),
('3500', 'Boots, Combat Summer', 'not available'),
('3501', 'Boots, Combat Summer', 'available'),
('3502', 'Boots, Combat Summer', 'not available'),
('3503', 'Boots, Combat Summer', 'available'),
('3504', 'Boots, Combat Summer', 'not available'),
('3505', 'Boots, Combat Summer', 'available'),
('3506', 'Boots, Combat Summer', 'not available'),
('3507', 'Boots, Combat Summer', 'available'),
('3508', 'Boots, Combat Summer', 'not available'),
('3509', 'Boots, Combat Summer', 'available'),
('3510', 'Boots, Combat Summer', 'not available'),
('3511', 'Boots, Combat Summer', 'available'),
('3512', 'Boots, Combat Summer', 'not available'),
('3513', 'Boots, Combat Summer', 'available'),
('3514', 'Boots, Combat Summer', 'not available'),
('3515', 'Boots, Combat Summer', 'available'),
('3516', 'Boots, Combat Summer', 'not available'),
('3517', 'Boots, Combat Summer', 'available'),
('3518', 'Boots, Combat Summer', 'not available'),
('3519', 'Boots, Combat Summer', 'available'),
('3520', 'Boots, Combat Summer', 'not available'),
('3521', 'Boots, Combat Summer', 'available'),
('3522', 'Boots, Combat Summer', 'not available'),
('3523', 'Boots, Combat Summer', 'available'),
('3524', 'Boots, Combat Summer', 'not available'),
('3525', 'Boots, Combat Summer', 'available'),
('3526', 'Boots, Combat Summer', 'not available'),
('3527', 'Boots, Combat Summer', 'available'),
('3528', 'Boots, Combat Summer', 'not available'),
('3529', 'Boots, Combat Summer', 'available'),
('3530', 'Boots, Combat Summer', 'not available'),
('3531', 'Boots, Combat Summer', 'available'),
('3532', 'Boots, Combat Summer', 'not available'),
('3533', 'Boots, Combat Summer', 'available'),
('3534', 'Boots, Combat Summer', 'not available'),
('3535', 'Boots, Combat Summer', 'available'),
('3536', 'Boots, Combat Summer', 'not available'),
('3537', 'Boots, Combat Summer', 'available'),
('3538', 'Boots, Combat Summer', 'not available'),
('3539', 'Boots, Combat Summer', 'available'),
('3540', 'Boots, Combat Summer', 'not available'),
('3541', 'Boots, Combat Summer', 'available'),
('3542', 'Boots, Combat Summer', 'not available'),
('3543', 'Boots, Combat Summer', 'available'),
('3544', 'Boots, Combat Summer', 'not available'),
('3545', 'Boots, Combat Summer', 'available'),
('3546', 'Boots, Combat Summer', 'not available'),
('3547', 'Boots, Combat Summer', 'available'),
('3548', 'Boots, Combat Summer', 'not available'),
('3549', 'Boots, Combat Summer', 'available'),
('3550', 'Boots, Combat Summer', 'not available'),
('3551', 'Boots, Combat Summer', 'available'),
('3552', 'Boots, Combat Summer', 'not available'),
('3553', 'Boots, Combat Summer', 'available'),
('3554', 'Boots, Combat Summer', 'not available'),
('3555', 'Boots, Combat Summer', 'available'),
('3556', 'Boots, Combat Summer', 'not available'),
('3557', 'Boots, Combat Summer', 'available'),
('3558', 'Boots, Combat Summer', 'not available'),
('3559', 'Boots, Combat Summer', 'available'),
('3560', 'Boots, Combat Summer', 'not available'),
('3561', 'Boots, Combat Summer', 'available'),
('3562', 'Boots, Combat Summer', 'not available'),
('3563', 'Boots, Combat Summer', 'available'),
('3564', 'Boots, Combat Summer', 'not available'),
('3565', 'Boots, Combat Summer', 'available'),
('3566', 'Boots, Combat Summer', 'not available'),
('3567', 'Boots, Combat Summer', 'available'),
('3568', 'Boots, Combat Summer', 'not available'),
('3569', 'Boots, Combat Summer', 'available'),
('3570', 'Boots, Combat Summer', 'not available'),
('3571', 'Boots, Combat Summer', 'available'),
('3572', 'Boots, Combat Summer', 'not available'),
('3573', 'Boots, Combat Summer', 'available'),
('3574', 'Boots, Combat Summer', 'not available'),
('3575', 'Boots, Combat Summer', 'available'),
('3576', 'Boots, Combat Summer', 'not available'),
('3577', 'Boots, Combat Summer', 'available'),
('3578', 'Boots, Combat Summer', 'not available'),
('3579', 'Boots, Combat Summer', 'available'),
('3580', 'Boots, Combat Summer', 'not available'),
('3581', 'Boots, Combat Summer', 'available'),
('3582', 'Boots, Combat Summer', 'not available'),
('3583', 'Boots, Combat Summer', 'available'),
('3584', 'Boots, Combat Summer', 'not available'),
('3585', 'Boots, Combat Summer', 'available'),
('3586', 'Boots, Combat Summer', 'not available'),
('3587', 'Boots, Combat Summer', 'available'),
('3588', 'Boots, Combat Summer', 'not available'),
('3589', 'Boots, Combat Summer', 'available'),
('3590', 'Boots, Combat Summer', 'not available'),
('3591', 'Boots, Combat Summer', 'available'),
('3592', 'Boots, Combat Summer', 'not available'),
('3593', 'Boots, Combat Summer', 'available'),
('3594', 'Boots, Combat Summer', 'not available'),
('3595', 'Boots, Combat Summer', 'available'),
('3596', 'Boots, Combat Summer', 'not available'),
('3597', 'Boots, Combat Summer', 'available'),
('3598', 'Boots, Combat Summer', 'not available'),
('3599', 'Boots, Combat Summer', 'available'),
('3600', 'Boots, Combat Summer', 'not available'),
('3601', 'Boots, Combat CW', 'available'),
('3602', 'Boots, Combat CW', 'not available'),
('3603', 'Boots, Combat CW', 'available'),
('3604', 'Boots, Combat CW', 'not available'),
('3605', 'Boots, Combat CW', 'available'),
('3606', 'Boots, Combat CW', 'not available'),
('3607', 'Boots, Combat CW', 'available'),
('3608', 'Boots, Combat CW', 'not available'),
('3609', 'Boots, Combat CW', 'available'),
('3610', 'Boots, Combat CW', 'not available'),
('3611', 'Boots, Combat CW', 'available'),
('3612', 'Boots, Combat CW', 'not available'),
('3613', 'Boots, Combat CW', 'available'),
('3614', 'Boots, Combat CW', 'not available'),
('3615', 'Boots, Combat CW', 'available'),
('3616', 'Boots, Combat CW', 'not available'),
('3617', 'Boots, Combat CW', 'available'),
('3618', 'Boots, Combat CW', 'not available'),
('3619', 'Boots, Combat CW', 'available'),
('3620', 'Boots, Combat CW', 'not available'),
('3621', 'Boots, Combat CW', 'available'),
('3622', 'Boots, Combat CW', 'not available'),
('3623', 'Boots, Combat CW', 'available'),
('3624', 'Boots, Combat CW', 'not available'),
('3625', 'Boots, Combat CW', 'available'),
('3626', 'Boots, Combat CW', 'not available'),
('3627', 'Boots, Combat CW', 'available'),
('3628', 'Boots, Combat CW', 'not available'),
('3629', 'Boots, Combat CW', 'available'),
('3630', 'Boots, Combat CW', 'not available'),
('3631', 'Boots, Combat CW', 'available'),
('3632', 'Boots, Combat CW', 'not available'),
('3633', 'Boots, Combat CW', 'available'),
('3634', 'Boots, Combat CW', 'not available'),
('3635', 'Boots, Combat CW', 'available'),
('3636', 'Boots, Combat CW', 'not available'),
('3637', 'Boots, Combat CW', 'available'),
('3638', 'Boots, Combat CW', 'not available'),
('3639', 'Boots, Combat CW', 'available'),
('3640', 'Boots, Combat CW', 'not available'),
('3641', 'Boots, Combat CW', 'available'),
('3642', 'Boots, Combat CW', 'not available'),
('3643', 'Boots, Combat CW', 'available'),
('3644', 'Boots, Combat CW', 'not available'),
('3645', 'Boots, Combat CW', 'available'),
('3646', 'Boots, Combat CW', 'not available'),
('3647', 'Boots, Combat CW', 'available'),
('3648', 'Boots, Combat CW', 'not available'),
('3649', 'Boots, Combat CW', 'available'),
('3650', 'Boots, Combat CW', 'not available'),
('3651', 'Boots, Combat CW', 'available'),
('3652', 'Boots, Combat CW', 'not available'),
('3653', 'Boots, Combat CW', 'available'),
('3654', 'Boots, Combat CW', 'not available'),
('3655', 'Boots, Combat CW', 'available'),
('3656', 'Boots, Combat CW', 'not available'),
('3657', 'Boots, Combat CW', 'available'),
('3658', 'Boots, Combat CW', 'not available'),
('3659', 'Boots, Combat CW', 'available'),
('3660', 'Boots, Combat CW', 'not available'),
('3661', 'Boots, Combat CW', 'available'),
('3662', 'Boots, Combat CW', 'not available'),
('3663', 'Boots, Combat CW', 'available'),
('3664', 'Boots, Combat CW', 'not available'),
('3665', 'Boots, Combat CW', 'available'),
('3666', 'Boots, Combat CW', 'not available'),
('3667', 'Boots, Combat CW', 'available'),
('3668', 'Boots, Combat CW', 'not available'),
('3669', 'Boots, Combat CW', 'available'),
('3670', 'Boots, Combat CW', 'not available'),
('3671', 'Boots, Combat CW', 'available'),
('3672', 'Boots, Combat CW', 'not available'),
('3673', 'Boots, Combat CW', 'available'),
('3674', 'Boots, Combat CW', 'not available'),
('3675', 'Boots, Combat CW', 'available'),
('3676', 'Boots, Combat CW', 'not available'),
('3677', 'Boots, Combat CW', 'available'),
('3678', 'Boots, Combat CW', 'not available'),
('3679', 'Boots, Combat CW', 'available'),
('3680', 'Boots, Combat CW', 'not available'),
('3681', 'Boots, Combat CW', 'available'),
('3682', 'Boots, Combat CW', 'not available'),
('3683', 'Boots, Combat CW', 'available'),
('3684', 'Boots, Combat CW', 'not available'),
('3685', 'Boots, Combat CW', 'available'),
('3686', 'Boots, Combat CW', 'not available'),
('3687', 'Boots, Combat CW', 'available'),
('3688', 'Boots, Combat CW', 'not available'),
('3689', 'Boots, Combat CW', 'available'),
('3690', 'Boots, Combat CW', 'not available'),
('3691', 'Boots, Combat CW', 'available'),
('3692', 'Boots, Combat CW', 'not available'),
('3693', 'Boots, Combat CW', 'available'),
('3694', 'Boots, Combat CW', 'not available'),
('3695', 'Boots, Combat CW', 'available'),
('3696', 'Boots, Combat CW', 'not available'),
('3697', 'Boots, Combat CW', 'available'),
('3698', 'Boots, Combat CW', 'not available'),
('3699', 'Boots, Combat CW', 'available'),
('3700', 'Boots, Combat CW', 'not available'),
('3701', 'Boots, Combat CW', 'available'),
('3702', 'Boots, Combat CW', 'not available'),
('3703', 'Boots, Combat CW', 'available'),
('3704', 'Boots, Combat CW', 'not available'),
('3705', 'Boots, Combat CW', 'available'),
('3706', 'Boots, Combat CW', 'not available'),
('3707', 'Boots, Combat CW', 'available'),
('3708', 'Boots, Combat CW', 'not available'),
('3709', 'Boots, Combat CW', 'available'),
('3710', 'Boots, Combat CW', 'not available'),
('3711', 'Boots, Combat CW', 'available'),
('3712', 'Boots, Combat CW', 'not available'),
('3713', 'Boots, Combat CW', 'available'),
('3714', 'Boots, Combat CW', 'not available'),
('3715', 'Boots, Combat CW', 'available'),
('3716', 'Boots, Combat CW', 'not available'),
('3717', 'Boots, Combat CW', 'available'),
('3718', 'Boots, Combat CW', 'not available'),
('3719', 'Boots, Combat CW', 'available'),
('3720', 'Boots, Combat CW', 'not available'),
('3721', 'Boots, Combat CW', 'available'),
('3722', 'Boots, Combat CW', 'not available'),
('3723', 'Boots, Combat CW', 'available'),
('3724', 'Boots, Combat CW', 'not available'),
('3725', 'Boots, Combat CW', 'available'),
('3726', 'Boots, Combat CW', 'not available'),
('3727', 'Boots, Combat CW', 'available'),
('3728', 'Boots, Combat CW', 'not available'),
('3729', 'Boots, Combat CW', 'available'),
('3730', 'Boots, Combat CW', 'not available'),
('3731', 'Boots, Combat CW', 'available'),
('3732', 'Boots, Combat CW', 'not available'),
('3733', 'Boots, Combat CW', 'available'),
('3734', 'Boots, Combat CW', 'not available'),
('3735', 'Boots, Combat CW', 'available'),
('3736', 'Boots, Combat CW', 'not available'),
('3737', 'Boots, Combat CW', 'available'),
('3738', 'Boots, Combat CW', 'not available'),
('3739', 'Boots, Combat CW', 'available'),
('3740', 'Boots, Combat CW', 'not available'),
('3741', 'Boots, Combat CW', 'available'),
('3742', 'Boots, Combat CW', 'not available'),
('3743', 'Boots, Combat CW', 'available'),
('3744', 'Boots, Combat CW', 'not available'),
('3745', 'Boots, Combat CW', 'available'),
('3746', 'Boots, Combat CW', 'not available'),
